session_id,remote_ip,remote_port,host_name,resource_name,technical_subtitle,provider,country,service,total_bytes,first_seen,last_seen,status
"192.168.1.115:34353","192.168.1.115","34353","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:07:26","21/08/2026, 14:07:26","closed"
"192.168.1.115:42995","192.168.1.115","42995","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","21/08/2026, 14:07:26","21/08/2026, 14:07:26","closed"
"192.168.1.115:45587","192.168.1.115","45587","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","19/08/2026, 14:44:10","21/08/2026, 14:07:24","closed"
"192.168.1.115:55002","192.168.1.115","55002","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.115:36542","192.168.1.115","36542","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.115:40644","192.168.1.115","40644","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.115:56049","192.168.1.115","56049","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.115:59067","192.168.1.115","59067","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.152:39954","192.168.1.152","39954","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:24","21/08/2026, 14:07:24","closed"
"192.168.1.152:39017","192.168.1.152","39017","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:55881","192.168.1.115","55881","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:47764","192.168.1.115","47764","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:60047","192.168.1.115","60047","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:55814","192.168.1.115","55814","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:41243","192.168.1.115","41243","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:43529","192.168.1.115","43529","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:19","21/08/2026, 14:07:19","closed"
"192.168.1.115:34105","192.168.1.115","34105","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:07:18","21/08/2026, 14:07:18","closed"
"192.168.1.115:34714","192.168.1.115","34714","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:18","21/08/2026, 14:07:18","closed"
"192.168.1.115:47687","192.168.1.115","47687","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:07:18","21/08/2026, 14:07:18","closed"
"192.168.1.115:50555","192.168.1.115","50555","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:18","21/08/2026, 14:07:18","closed"
"192.168.1.152:44413","192.168.1.152","44413","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:18","21/08/2026, 14:07:18","closed"
"155.133.250.4:27018","155.133.250.4","27018","cmp1-fra1.steamserver.net","cmp1-fra1.steamserver.net","","","PE","Port: 27018","40","21/08/2026, 14:06:43","21/08/2026, 14:07:14","closed"
"155.133.248.42:27018","155.133.248.42","27018","cmp1-ams1.steamserver.net","cmp1-ams1.steamserver.net","","","NL","Port: 27018","40","21/08/2026, 14:06:43","21/08/2026, 14:07:14","closed"
"155.133.248.42:443","155.133.248.42","443","cmp1-ams1.steamserver.net","cmp1-ams1.steamserver.net","","","NL","HTTPS","40","21/08/2026, 14:06:43","21/08/2026, 14:07:14","closed"
"155.133.248.43:443","155.133.248.43","443","cmp2-ams1.steamserver.net","cmp2-ams1.steamserver.net","","","NL","HTTPS","40","21/08/2026, 14:06:43","21/08/2026, 14:07:14","closed"
"173.222.105.24:443","173.222.105.24","443","api.steampowered.com","api.steampowered.com","steampowered.com","","US","HTTPS","144","21/08/2026, 14:06:43","21/08/2026, 14:07:13","closed"
"155.133.229.4:27024","155.133.229.4","27024","cmp1-fra2.steamserver.net","cmp1-fra2.steamserver.net","","","PL","Port: 27024","40","21/08/2026, 14:06:43","21/08/2026, 14:07:13","closed"
"155.133.229.20:27019","155.133.229.20","27019","cmp2-fra2.steamserver.net","cmp2-fra2.steamserver.net","","","PL","Port: 27019","40","21/08/2026, 14:06:43","21/08/2026, 14:07:13","closed"
"155.133.250.20:27021","155.133.250.20","27021","cmp2-fra1.steamserver.net","cmp2-fra1.steamserver.net","","","PE","Port: 27021","40","21/08/2026, 14:06:43","21/08/2026, 14:07:13","closed"
"155.133.250.4:443","155.133.250.4","443","cmp1-fra1.steamserver.net","cmp1-fra1.steamserver.net","","","PE","HTTPS","40","21/08/2026, 14:06:43","21/08/2026, 14:07:13","closed"
"192.168.1.152:37232","192.168.1.152","37232","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:13","21/08/2026, 14:07:13","closed"
"192.168.1.152:40780","192.168.1.152","40780","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:12","21/08/2026, 14:07:12","closed"
"142.251.157.2:443","142.251.157.2","443","gemini.google.com","gemini.google.com","","Google Cloud","US","Port: 56601","364","21/08/2026, 14:06:35","21/08/2026, 14:07:09","closed"
"192.168.1.152:35153","192.168.1.152","35153","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:09","21/08/2026, 14:07:09","closed"
"54.225.99.62:8885","54.225.99.62","8885","54.225.99.62","nc-mqtt.nordpass.com","nordpass.com","Amazon AWS","US","Port: 8885","364","19/08/2026, 14:44:06","21/08/2026, 14:07:06","closed"
"142.251.152.2:443","142.251.152.2","443","gemini.google.com","gemini.google.com","","Google Cloud","US","Port: 58437","364","19/08/2026, 14:44:15","21/08/2026, 14:07:06","closed"
"52.86.142.63:8885","52.86.142.63","8885","nc-mqtt.nordpass.com","nc-mqtt.nordpass.com","nordpass.com","","US","Port: 56756","364","21/08/2026, 14:06:36","21/08/2026, 14:07:06","closed"
"142.251.156.2:443","142.251.156.2","443","gemini.google.com","gemini.google.com","","Google Cloud","US","Port: 56600","364","21/08/2026, 14:06:35","21/08/2026, 14:07:06","closed"
"142.251.153.2:443","142.251.153.2","443","gemini.google.com","gemini.google.com","","Google Cloud","US","Port: 56602","364","21/08/2026, 14:06:35","21/08/2026, 14:07:06","closed"
"142.251.151.2:443","142.251.151.2","443","gemini.google.com","gemini.google.com","","Google Cloud","US","Port: 56604","364","21/08/2026, 14:06:35","21/08/2026, 14:07:06","closed"
"192.168.1.1:56656","192.168.1.1","56656","modemtim.homenet.telecomitalia.sm","modemtim.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 1900","3482","21/08/2026, 14:06:59","21/08/2026, 14:07:06","closed"
"192.168.1.115:38176","192.168.1.115","38176","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:07:06","21/08/2026, 14:07:06","closed"
"192.168.1.115:38001","192.168.1.115","38001","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","21/08/2026, 14:07:06","21/08/2026, 14:07:06","closed"
"192.168.1.115:45041","192.168.1.115","45041","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:07:06","21/08/2026, 14:07:06","closed"
"192.168.1.115:52904","192.168.1.115","52904","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","21/08/2026, 14:07:06","21/08/2026, 14:07:06","closed"
"192.168.1.115:36996","192.168.1.115","36996","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:07:04","21/08/2026, 14:07:04","closed"
"192.168.1.115:51851","192.168.1.115","51851","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:04","21/08/2026, 14:07:04","closed"
"192.168.1.115:39881","192.168.1.115","39881","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:04","21/08/2026, 14:07:04","closed"
"192.168.1.115:54857","192.168.1.115","54857","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:04","21/08/2026, 14:07:04","closed"
"192.168.1.152:51401","192.168.1.152","51401","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:04","21/08/2026, 14:07:04","closed"
"192.168.1.152:50375","192.168.1.152","50375","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:07:02","21/08/2026, 14:07:02","closed"
"192.168.1.115:34342","192.168.1.115","34342","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:07:02","21/08/2026, 14:07:02","closed"
"192.168.1.115:38038","192.168.1.115","38038","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:02","21/08/2026, 14:07:02","closed"
"192.168.1.115:59127","192.168.1.115","59127","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:02","21/08/2026, 14:07:02","closed"
"192.168.1.115:59306","192.168.1.115","59306","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:02","21/08/2026, 14:07:02","closed"
"192.168.1.115:59524","192.168.1.115","59524","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:34604","192.168.1.115","34604","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:44570","192.168.1.115","44570","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:42926","192.168.1.115","42926","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:60894","192.168.1.115","60894","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:34014","192.168.1.115","34014","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:51640","192.168.1.115","51640","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:37866","192.168.1.115","37866","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:36264","192.168.1.115","36264","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:33655","192.168.1.115","33655","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:54951","192.168.1.115","54951","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:51073","192.168.1.115","51073","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:07:00","21/08/2026, 14:07:00","closed"
"192.168.1.115:43633","192.168.1.115","43633","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:06:59","21/08/2026, 14:06:59","closed"
"192.168.1.115:35523","192.168.1.115","35523","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:59","21/08/2026, 14:06:59","closed"
"192.168.1.115:39985","192.168.1.115","39985","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:06:59","21/08/2026, 14:06:59","closed"
"192.168.1.115:44743","192.168.1.115","44743","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:59","21/08/2026, 14:06:59","closed"
"192.168.1.152:58365","192.168.1.152","58365","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:59","21/08/2026, 14:06:59","closed"
"192.168.1.152:59342","192.168.1.152","59342","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:55","21/08/2026, 14:06:55","closed"
"192.168.1.152:55712","192.168.1.152","55712","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:52","21/08/2026, 14:06:52","closed"
"23.202.156.236:80","23.202.156.236","80","a23-202-156-236.deploy.static.akamaitechnologies.com","a23-202-156-236.deploy.static.akamaitechnologies.com","akamaitechnologies.com","","US","HTTP","120","21/08/2026, 14:06:52","21/08/2026, 14:06:52","closed"
"185.25.182.20:27028","185.25.182.20","27028","ext1-par1.steamserver.net","ext1-par1.steamserver.net","","","AT","Port: 27028","40","21/08/2026, 14:06:43","21/08/2026, 14:06:49","closed"
"185.25.182.20:443","185.25.182.20","443","ext1-par1.steamserver.net","ext1-par1.steamserver.net","","","AT","HTTPS","40","21/08/2026, 14:06:43","21/08/2026, 14:06:49","closed"
"185.25.182.20:27021","185.25.182.20","27021","ext1-par1.steamserver.net","ext1-par1.steamserver.net","","","AT","Port: 27021","40","21/08/2026, 14:06:43","21/08/2026, 14:06:49","closed"
"192.168.1.152:46108","192.168.1.152","46108","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:49","21/08/2026, 14:06:49","closed"
"192.168.1.152:34065","192.168.1.152","34065","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:46","21/08/2026, 14:06:46","closed"
"57.155.101.212:443","57.155.101.212","443","x.com","x.com","","","BE","HTTPS","162","21/08/2026, 14:06:44","21/08/2026, 14:06:44","closed"
"192.168.1.115:40452","192.168.1.115","40452","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:06:43","21/08/2026, 14:06:43","closed"
"192.168.1.115:46565","192.168.1.115","46565","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","21/08/2026, 14:06:43","21/08/2026, 14:06:43","closed"
"192.168.1.115:53440","192.168.1.115","53440","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:06:43","21/08/2026, 14:06:43","closed"
"192.168.1.115:57263","192.168.1.115","57263","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","21/08/2026, 14:06:43","21/08/2026, 14:06:43","closed"
"192.168.1.152:57779","192.168.1.152","57779","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:43","21/08/2026, 14:06:43","closed"
"4.207.247.138:443","4.207.247.138","443","4.207.247.138","Risorsa Web","","","US","Port: 55798","422","21/08/2026, 14:06:27","21/08/2026, 14:06:42","closed"
"192.168.1.115:34266","192.168.1.115","34266","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:35024","192.168.1.115","35024","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:40334","192.168.1.115","40334","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:35794","192.168.1.115","35794","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:40012","192.168.1.115","40012","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:39731","192.168.1.115","39731","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:50218","192.168.1.115","50218","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:47337","192.168.1.115","47337","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.152:36867","192.168.1.152","36867","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:40","21/08/2026, 14:06:40","closed"
"192.168.1.115:50517","192.168.1.115","50517","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:37899","192.168.1.115","37899","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:45836","192.168.1.115","45836","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:34982","192.168.1.115","34982","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:42934","192.168.1.115","42934","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:46197","192.168.1.115","46197","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:56556","192.168.1.115","56556","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:40103","192.168.1.115","40103","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:41405","192.168.1.115","41405","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:55333","192.168.1.115","55333","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:51753","192.168.1.115","51753","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.115:51093","192.168.1.115","51093","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"192.168.1.152:54124","192.168.1.152","54124","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:37","21/08/2026, 14:06:37","closed"
"104.18.4.26:443","104.18.4.26","443","lastorigin.wiki.gg","lastorigin.wiki.gg","","","US","HTTPS","304","21/08/2026, 14:06:36","21/08/2026, 14:06:36","closed"
"192.168.1.115:51364","192.168.1.115","51364","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:06:34","21/08/2026, 14:06:34","closed"
"192.168.1.115:46617","192.168.1.115","46617","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:34","21/08/2026, 14:06:34","closed"
"192.168.1.115:58970","192.168.1.115","58970","192.168.1.115","Risorsa Web","","","??","Port: 1900","1335","21/08/2026, 14:06:34","21/08/2026, 14:06:34","closed"
"192.168.1.115:38460","192.168.1.115","38460","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","21/08/2026, 14:06:34","21/08/2026, 14:06:34","closed"
"192.168.1.152:45497","192.168.1.152","45497","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:34","21/08/2026, 14:06:34","closed"
"172.67.69.226:443","172.67.69.226","443","ipapi.co","ipapi.co","","","US","Port: 58250","40","19/08/2026, 14:44:01","21/08/2026, 14:06:31","closed"
"192.168.1.152:34389","192.168.1.152","34389","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:31","21/08/2026, 14:06:31","closed"
"192.168.1.152:49757","192.168.1.152","49757","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:28","21/08/2026, 14:06:28","closed"
"192.168.1.129:48524","192.168.1.129","48524","samsung.homenet.telecomitalia.sm","samsung.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:27","21/08/2026, 14:06:27","closed"
"192.168.1.152:34710","192.168.1.152","34710","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:27","21/08/2026, 14:06:27","closed"
"192.168.1.152:53067","192.168.1.152","53067","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","21/08/2026, 14:06:26","21/08/2026, 14:06:26","closed"
"192.168.1.152:44098","192.168.1.152","44098","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:26","21/08/2026, 14:06:26","closed"
"192.168.1.129:42774","192.168.1.129","42774","samsung.homenet.telecomitalia.sm","samsung.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:26","21/08/2026, 14:06:26","closed"
"192.168.1.129:41896","192.168.1.129","41896","samsung.homenet.telecomitalia.sm","samsung.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:26","21/08/2026, 14:06:26","closed"
"192.168.1.152:33165","192.168.1.152","33165","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 65523","442","21/08/2026, 14:06:26","21/08/2026, 14:06:26","closed"
"187.14.84.166:993","187.14.84.166","993","187.14.84.166","Risorsa Web","","","BR","Port: 56154","282","21/08/2026, 14:06:21","21/08/2026, 14:06:21","closed"
"224.0.0.252:5355","224.0.0.252","5355","224.0.0.252","Risorsa Web","","","??","Port: 5355","102","21/08/2026, 14:06:21","21/08/2026, 14:06:21","closed"
"104.29.146.230:19329","104.29.146.230","19329","104.29.146.230","Risorsa Web","","","US","Port: 19329","13998","19/08/2026, 14:44:01","19/08/2026, 14:44:34","closed"
"173.194.6.138:443","173.194.6.138","443","youtube.com","youtube.com","youtube.com","","US","HTTPS","3049436","19/08/2026, 14:44:00","19/08/2026, 14:44:34","closed"
"162.159.130.234:443","162.159.130.234","443","162.159.130.234","Risorsa Web","","","??","HTTPS","5087","19/08/2026, 14:44:05","19/08/2026, 14:44:34","closed"
"155.133.250.4:27024","155.133.250.4","27024","cmp1-fra1.steamserver.net","cmp1-fra1.steamserver.net","","","PE","Port: 53698","681","19/08/2026, 14:44:09","19/08/2026, 14:44:34","closed"
"192.168.1.152:33949","192.168.1.152","33949","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","19/08/2026, 14:44:33","19/08/2026, 14:44:33","closed"
"20.184.175.20:443","20.184.175.20","443","20.184.175.20","Risorsa Web","","Microsoft Azure","US","HTTPS","66258","19/08/2026, 14:44:01","19/08/2026, 14:44:32","closed"
"142.251.140.106:443","142.251.140.106","443","signaler-pa.clients6.google.com","signaler-pa.clients6.google.com","google.com","Google Cloud","US","Port: 64663","79288","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:55225","192.168.1.115","55225","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:55744","192.168.1.115","55744","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:41780","192.168.1.115","41780","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:50097","192.168.1.115","50097","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:42937","192.168.1.115","42937","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:50291","192.168.1.115","50291","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:47623","192.168.1.115","47623","192.168.1.115","Risorsa Web","","","??","Port: 1900","1333","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:39843","192.168.1.115","39843","192.168.1.115","Risorsa Web","","","??","Port: 1900","462","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:42523","192.168.1.115","42523","192.168.1.115","Risorsa Web","","","??","Port: 1900","484","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:60420","192.168.1.115","60420","192.168.1.115","Risorsa Web","","","??","Port: 1900","466","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:58646","192.168.1.115","58646","192.168.1.115","Risorsa Web","","","??","Port: 1900","470","19/08/2026, 14:44:32","19/08/2026, 14:44:32","closed"
"192.168.1.115:50507","192.168.1.115","50507","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","19/08/2026, 14:44:31","19/08/2026, 14:44:31","closed"
"192.168.1.115:54569","192.168.1.115","54569","192.168.1.115","Risorsa Web","","","??","Port: 1900","1337","19/08/2026, 14:44:31","19/08/2026, 14:44:31","closed"
"192.168.1.115:44981","192.168.1.115","44981","192.168.1.115","Risorsa Web","","","??","Port: 1900","472","19/08/2026, 14:44:31","19/08/2026, 14:44:31","closed"
"192.168.1.152:45496","192.168.1.152","45496","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","19/08/2026, 14:44:30","19/08/2026, 14:44:30","closed"
"192.168.1.152:52058","192.168.1.152","52058","samsung-2.homenet.telecomitalia.sm","samsung-2.homenet.telecomitalia.sm","telecomitalia.sm","","??","Port: 15600","63","19/08/2026, 14:44:28","19/08/2026, 14:44:28","closed"
